CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,SatisfactionScore,CardType,PointEarned,AgeGroup,BalanceGroup,TenureGroup,SalaryGroup,Cluster,ChurnProbability,PredictedChurn,RiskCategory,BalanceScore,SalaryScore,TenureScore,PointsScore,CustomerValueScore,EstimatedCustomerValue,RevenueAtRisk
619,France,Male,39,5,0.0,2,1,1,158444.61,0,0,1,SILVER,527,31-40,No Balance,Medium,Very High,3,0.015160118,0,Low Risk,0.0,0.7922528387067352,0.5,0.527,0.3903758516120206,61852.94956208447,937.6980140092488
665,France,Female,44,7,0.0,2,1,1,66548.58,0,0,3,GOLD,580,41-50,No Balance,Long,Medium,3,0.050960682,0,Low Risk,0.0,0.33275541160347627,0.7,0.58,0.29782662348104283,19819.938878858058,1010.037602464922
655,Spain,Female,27,9,0.0,2,0,0,108008.05,0,0,2,DIAMOND,730,18-30,No Balance,Very Long,High,3,0.036178183,0,Low Risk,0.0,0.540060556276916,0.9,0.73,0.4150181668830748,44825.30291961549,1621.6980120562837
463,Spain,Male,20,8,204223.03,1,1,0,128268.39,0,0,2,SILVER,983,18-30,Very High,Long,High,2,0.11038096,0,Low Risk,0.8139680537225293,0.6413660653640576,0.8,0.983,0.7762970410982291,99574.37162343368,10991.114731191368
799,France,Female,63,1,110314.21,2,1,0,37464.0,1,1,3,GOLD,982,60+,High,New,Low,1,0.8049512,1,High Risk,0.439677360636743,0.18732704349683546,0.1,0.982,0.35026905730374785,13122.47996282761,10562.95599305404
713,Spain,Female,48,1,163760.82,1,0,0,157381.14,1,1,2,DIAMOND,239,41-50,Very High,New,Very High,2,0.57977474,1,Medium Risk,0.6526985518303468,0.7869352887668577,0.1,0.239,0.5410600073621961,85152.64076707081,49369.350161041875
807,Germany,Female,31,1,141069.18,3,1,1,194257.11,0,0,4,DIAMOND,374,31-40,High,New,Very High,3,0.43457383,0,Medium Risk,0.5622568908356377,0.9713220717098962,0.1,0.374,0.5736993778472239,111445.18314939973,48431.160076286105
728,France,Male,38,1,115934.74,1,1,1,139059.05,0,0,5,GOLD,672,31-40,High,New,High,0,0.06435907,0,Low Risk,0.46207900586249984,0.6953213940844175,0.1,0.672,0.4806280205703253,66835.67594388989,4301.481946570126
582,France,Male,52,2,151457.88,1,0,1,40893.61,0,0,5,DIAMOND,889,51-60,Very High,New,Low,1,0.25238538,0,Low Risk,0.6036629453815292,0.2044757382877596,0.2,0.889,0.43170789963893963,17654.09448175394,4455.635344333371
704,Germany,Female,35,3,154206.07,2,1,1,40261.49,0,0,4,PLATINUM,634,31-40,Very High,Medium,Low,0,0.06294138,0,Low Risk,0.6146163567845415,0.2013150194447311,0.3,0.634,0.42964104854723595,17297.988779674055,1088.7592850172011
714,France,Female,26,9,89928.99,1,1,0,46203.31,0,0,5,DIAMOND,675,18-30,Medium,Very Long,Low,2,0.07387898,0,Low Risk,0.3584283563099265,0.2310252365488942,0.9,0.675,0.46017891348863893,21261.788995378764,1570.7992839538076
628,France,Male,30,8,89182.09,1,1,1,13126.9,0,0,3,GOLD,228,18-30,Medium,Long,Low,0,0.03926019,0,Low Risk,0.3554514504275421,0.06563696794999492,0.8,0.228,0.34467167055601533,4524.470552221757,177.6315735296311
809,Germany,Male,41,1,79706.25,2,1,0,165675.01,0,0,5,DIAMOND,464,41-50,Medium,New,Very High,2,0.075467914,0,Low Risk,0.317683765547996,0.8284061980730475,0.1,0.464,0.44199536564111264,73227.586622545,5526.333209657776
547,Spain,Female,44,5,0.0,3,0,0,5459.07,1,1,1,DIAMOND,471,41-50,No Balance,Medium,Low,3,0.88524985,1,High Risk,0.0,0.027296376343750522,0.5,0.471,0.15528891290312516,847.7330457620634,750.4555516009098
560,France,Female,27,5,0.0,2,1,0,131919.48,0,0,2,DIAMOND,563,18-30,No Balance,Medium,High,3,0.033002783,0,Low Risk,0.0,0.6596222017947875,0.5,0.563,0.3541866605384363,46724.120081167035,1542.025995904698
811,France,Male,31,7,117799.28,1,1,1,182372.35,0,0,4,SILVER,885,31-40,High,Long,Very High,0,0.05856648,0,Low Risk,0.4695104693702531,0.9118960372910021,0.7,0.885,0.6898729989354019,125813.76001739674,7368.469059783665
584,France,Male,26,4,0.0,2,1,0,147600.54,0,0,2,SILVER,408,18-30,No Balance,Medium,High,3,0.013695583,0,Low Risk,0.0,0.738030449944918,0.4,0.408,0.34220913498347544,50510.25311649387,691.7673639079505
691,France,Male,28,1,0.0,2,0,0,92865.41,0,0,5,GOLD,569,18-30,No Balance,New,Medium,3,0.015193037,0,Low Risk,0.0,0.4643445093535517,0.1,0.569,0.2162033528060655,20077.813001709925,305.04295581405995
680,Germany,Male,34,6,146422.22,1,1,0,67142.97,1,1,3,GOLD,870,31-40,High,Long,Medium,2,0.1902033,0,Low Risk,0.5835924059844377,0.3357274733529981,0.6,0.87,0.5411552043996745,36334.76765435121,6910.99271259086
588,Germany,Male,33,9,150186.22,2,1,1,65611.01,0,0,3,SILVER,485,31-40,Very High,Very Long,Medium,0,0.03813686,0,Low Risk,0.5985945130152246,0.3280673853336885,0.9,0.485,0.5663580208061965,37159.32176669556,1417.1398519114214
721,Germany,Male,40,6,100275.88,1,1,0,138564.48,1,1,5,GOLD,889,31-40,High,Long,High,2,0.42791083,0,Medium Risk,0.3996677694915892,0.6928484511017614,0.6,0.889,0.5766216431271641,79899.27813666107,34189.766423859495
850,France,Male,47,6,0.0,1,1,0,187391.02,1,1,3,DIAMOND,282,41-50,No Balance,Long,Very High,2,0.7775201,1,High Risk,0.0,0.9369903308364393,0.6,0.282,0.4292970992509318,80446.42131167334,62548.709542894394
529,France,Male,32,9,147493.89,1,1,0,33656.35,0,0,4,PLATINUM,250,31-40,High,Very Long,Low,2,0.09804634,0,Low Risk,0.587863741808477,0.16828807763171894,0.9,0.25,0.49063192001290656,16512.879621126387,1619.0274097120289
622,France,Male,43,8,0.0,2,1,0,100618.17,0,0,2,GOLD,650,41-50,No Balance,Long,High,3,0.040924538,0,Low Risk,0.0,0.5031097669272364,0.8,0.65,0.3759329300781709,37825.68346720351,1547.998620429542
683,France,Female,42,8,0.0,2,0,1,198134.9,0,0,1,PLATINUM,919,41-50,No Balance,Long,Very High,3,0.04324159,0,Low Risk,0.0,0.9907117507618286,0.8,0.919,0.5491135252285486,108798.55340980596,4704.622439139932
575,France,Male,29,4,121823.4,2,1,1,50368.87,0,0,4,PLATINUM,435,18-30,High,Medium,Medium,0,0.03198675,0,Low Risk,0.48554933200169037,0.25185381970362086,0.4,0.435,0.39327587871176245,19808.86160896853,633.6211040706742
577,Spain,Female,40,1,0.0,2,1,1,108787.0,0,0,1,GOLD,530,31-40,No Balance,New,High,3,0.03660165,0,Low Risk,0.0,0.5439554527250224,0.1,0.53,0.2361866358175067,25694.035550679102,940.4440963135138
510,Germany,Male,31,0,113688.63,1,1,0,33099.41,1,1,2,SILVER,788,31-40,High,New,Low,2,0.3330163,0,Medium Risk,0.45312672567575146,0.1655032729230619,0.0,0.788,0.3097016721472192,10250.94262408639,3413.7309841855404
652,Spain,Female,40,7,100471.34,1,1,1,124550.88,0,0,3,GOLD,840,31-40,High,Long,High,0,0.14540464,0,Low Risk,0.4004468108944153,0.6227778164458984,0.7,0.84,0.5710120692915356,71120.05572088173,10341.186098874748
569,Germany,Female,28,3,100032.52,1,1,0,5159.21,1,1,3,DIAMOND,683,18-30,High,Medium,Low,2,0.22813448,0,Low Risk,0.39869781392118214,0.025797019967950793,0.3,0.683,0.29551823155885815,1524.6406154407766,347.82309399046153
687,Spain,Male,31,3,0.0,2,0,0,48228.1,0,0,2,PLATINUM,575,31-40,No Balance,Medium,Low,3,0.015576262,0,Low Risk,0.0,0.2411495672237276,0.3,0.575,0.18984487016711826,9155.857382906795,142.61403343079058
822,France,Male,32,8,116358.0,1,1,0,108798.36,0,0,4,DIAMOND,898,31-40,High,Long,High,2,0.064109705,0,Low Risk,0.4637659856238842,0.5440122548607828,0.8,0.898,0.5985100707077885,65116.914136491425,4174.6261558007955
656,Germany,Female,23,4,163549.63,1,0,1,21085.12,0,0,4,DIAMOND,514,18-30,Very High,Medium,Low,0,0.12684906,0,Low Risk,0.6518568156497325,0.10542956415161209,0.4,0.514,0.4237715955053767,8935.274943822327,1133.431227465415
745,Germany,Male,51,3,99183.9,1,1,1,28922.25,0,0,5,SILVER,270,51-60,Medium,Medium,Low,1,0.54657745,1,Medium Risk,0.3953154844662229,0.14461668758745327,0.3,0.27,0.2885112000627252,8344.393056014153,4560.857078353923
386,Spain,Female,53,1,131955.07,1,1,1,62514.65,1,1,5,GOLD,676,51-60,High,New,Medium,1,0.35928434,0,Medium Risk,0.5259309467042974,0.31258500319612015,0.1,0.676,0.391747879640555,24489.981583971425,8798.866870009328
684,Spain,Female,41,1,134177.06,1,0,0,177506.66,0,0,1,PLATINUM,456,41-50,High,New,Very High,2,0.23510264,0,Low Risk,0.5347870922413159,0.8875666725068863,0.1,0.456,0.5457848386485923,96880.44378715054,22776.84809873069
635,Spain,Female,38,1,0.0,2,1,0,90605.05,0,0,4,GOLD,399,31-40,No Balance,New,Medium,3,0.042852204,0,Low Risk,0.0,0.453042284389893,0.1,0.399,0.19581268531696788,17741.61814377814,760.2674399872822
582,France,Male,30,2,0.0,2,1,1,132029.95,0,0,2,GOLD,276,18-30,No Balance,New,High,3,0.008310594,0,Low Risk,0.0,0.6601745725639284,0.2,0.276,0.26565237176917855,35074.06936206606,291.48635039597
613,Spain,Male,19,5,0.0,1,1,1,176903.35,0,0,1,SILVER,327,18-30,No Balance,Medium,Very High,0,0.085442275,0,Low Risk,0.0,0.8845500090803414,0.5,0.327,0.39806500272410245,70419.03249965285,6016.762340069276
795,Germany,Female,56,9,94348.94,1,1,0,29239.29,1,1,1,PLATINUM,414,51-60,Medium,Very Long,Low,1,0.9347258,1,High Risk,0.37604487144561366,0.14620194719321447,0.9,0.414,0.4156785327362098,12154.145165448532,11360.793063090012
659,France,Female,32,2,155584.21,1,0,1,153662.88,0,0,5,PLATINUM,313,31-40,Very High,New,Very High,0,0.0816447,0,Low Risk,0.6201091845697191,0.768343289707693,0.2,0.313,0.5498466607401955,84491.02144772137,6898.244098792778
745,France,Female,28,6,0.0,2,1,0,154389.18,0,0,4,SILVER,649,18-30,No Balance,Long,Very High,3,0.036097452,0,Low Risk,0.0,0.7719749262572272,0.6,0.649,0.41649247787716814,64301.93213562413,2321.1359087729497
604,Spain,Female,41,10,0.0,2,1,1,166224.39,0,0,2,DIAMOND,876,41-50,No Balance,Very Long,Very High,3,0.06672301,0,Low Risk,0.0,0.8311532013603712,1.0,0.876,0.5369459604081114,89253.51473180247,5955.263155985203
509,Germany,Male,32,9,170661.47,1,1,1,21646.2,0,0,4,SILVER,994,31-40,Very High,Very Long,Low,0,0.13860705,0,Low Risk,0.6802023482920895,0.10823506963861841,0.9,0.994,0.5839514602084214,12640.330097963531,1752.0388659049363
706,Germany,Female,29,6,185544.36,1,1,0,171037.63,0,0,2,GOLD,546,18-30,Very High,Long,Very High,2,0.25640383,0,Low Risk,0.7395208150050085,0.8552203062835162,0.6,0.546,0.7269744178870582,124339.98150603204,31881.247480275782
619,Spain,Female,44,6,52831.13,1,1,1,112649.22,1,1,3,SILVER,245,41-50,Medium,Long,High,0,0.33509502,0,Medium Risk,0.21056808363905838,0.5632672788496847,0.6,0.245,0.39770741711052876,44801.43032571572,15012.736191024318
572,Germany,Male,51,8,97750.07,3,1,1,193014.26,1,1,2,PLATINUM,740,51-60,Medium,Long,Very High,3,0.96792936,1,High Risk,0.38960069405072,0.9651075880453105,0.8,0.74,0.6793725540338812,131128.5907811596,126923.21295250971
695,France,Male,36,6,114007.5,2,1,0,118120.88,0,0,1,DIAMOND,533,31-40,High,Long,High,2,0.06506788,0,Low Risk,0.45439764009363326,0.5906266075604443,0.6,0.533,0.5322470383055866,62869.4885420496,4090.784336115458
543,France,Female,71,1,104308.77,1,1,1,25650.04,0,0,5,DIAMOND,710,60+,High,New,Low,1,0.1097525,0,Low Risk,0.41574158655412646,0.12825502238884182,0.1,0.71,0.2957731413383031,7586.592906253129,832.6475379435465
640,France,Female,33,6,84719.13,2,1,1,113048.79,0,0,3,SILVER,853,31-40,Medium,Long,High,0,0.043358058,0,Low Risk,0.33766351110923165,0.5652652039716692,0.6,0.853,0.5099449656351934,57648.6613316502,2499.5340016400464
672,France,Male,39,2,0.0,2,1,0,87372.49,0,0,3,DIAMOND,425,31-40,No Balance,New,Medium,3,0.023751153,0,Low Risk,0.0,0.43687887664576186,0.2,0.425,0.21356366299372856,18659.58900928292,443.1867534765971
701,France,Male,39,9,140236.98,1,0,1,146651.99,0,0,2,PLATINUM,342,31-40,High,Very Long,High,0,0.08550402,0,Low Risk,0.5589400062790435,0.7332875216108125,0.9,0.342,0.6577622589948612,96462.14422849179,8247.901109355846
634,Spain,Male,25,9,0.0,2,1,1,8227.91,0,0,2,GOLD,730,18-30,No Balance,Very Long,Low,3,0.010952255,0,Low Risk,0.0,0.04114109690524363,0.9,0.73,0.2653423290715731,2183.2128027912872,23.911103335434888
531,Spain,Female,42,6,75302.85,2,0,0,57034.35,0,0,1,PLATINUM,505,41-50,Medium,Long,Medium,2,0.16618614,0,Low Risk,0.3001332134493332,0.28518247286097953,0.6,0.505,0.3761080272380271,21451.07686330317,3564.8716627556614
699,France,Male,27,1,0.0,2,1,0,93003.21,0,0,5,PLATINUM,476,18-30,No Balance,New,Medium,3,0.014833622,0,Low Risk,0.0,0.46503353526092583,0.1,0.476,0.20711006057827777,19261.90045707429,285.72375038186726
605,France,Female,51,9,104760.82,1,1,1,165574.54,1,1,1,PLATINUM,675,51-60,High,Very Long,Very High,1,0.4671001,0,Medium Risk,0.4175433141001592,0.8279038291839773,0.9,0.675,0.6628884743952569,109757.45421929644,51267.71784157879
534,France,Female,49,7,0.0,1,1,0,13566.48,1,1,4,DIAMOND,921,41-50,No Balance,Long,Low,2,0.7209532,1,High Risk,0.0,0.06783495059414234,0.7,0.921,0.2524504851782427,3424.864458160926,2469.1669906773855
449,Spain,Female,31,1,113693.0,1,0,0,82796.29,0,0,1,GOLD,395,31-40,High,New,Medium,2,0.13086258,0,Low Risk,0.4531441431060715,0.4139970162878124,0.1,0.395,0.36495676212877237,30217.06591467485,3954.283205624411
684,Spain,Female,36,5,174180.39,1,1,0,119830.08,0,0,1,DIAMOND,364,31-40,Very High,Medium,High,2,0.20567702,0,Low Risk,0.6942276443794372,0.5991729289021267,0.5,0.364,0.5938429364224128,71160.24657893264,14636.02745882006
622,Germany,Male,42,9,115766.26,1,0,0,72155.85,1,1,3,PLATINUM,483,41-50,High,Very Long,Medium,2,0.53051317,1,Medium Risk,0.4614074981599102,0.36079281580987443,0.9,0.483,0.5211008440069265,37600.47433503719,19947.54683298422
714,France,Female,40,0,0.0,2,1,0,62762.12,0,0,1,SILVER,970,31-40,No Balance,New,Medium,3,0.064810604,0,Low Risk,0.0,0.31382239972222953,0.0,0.97,0.19114671991666887,11996.773373016362,777.5181283563077
712,Spain,Female,48,8,0.0,2,1,0,183235.33,0,0,2,SILVER,923,41-50,No Balance,Long,Very High,3,0.15084693,0,Low Risk,0.0,0.9162110995373425,0.8,0.923,0.5271633298612027,96594.94671101632,14571.051164870409
783,France,Female,72,5,121215.9,2,1,1,105206.48,0,0,3,GOLD,509,60+,High,Medium,High,1,0.03178485,0,Low Risk,0.48312803018946854,0.5260521795619515,0.5,0.509,0.5019668659443728,52810.16704263933,1678.563237925235
743,Germany,Male,45,10,144677.19,3,1,0,22512.44,1,1,3,GOLD,471,41-50,High,Very Long,Low,3,0.97664815,1,High Risk,0.576637271331958,0.11256643249786191,1.0,0.471,0.5115248382821418,11515.672230336419,11246.759979764438
683,France,Male,36,5,115350.63,1,1,1,122305.91,0,0,5,DIAMOND,398,31-40,High,Medium,High,0,0.056003336,0,Low Risk,0.459750929152151,0.6115525443756685,0.5,0.398,0.507166134973561,62029.415659124206,3473.8542070415942
654,Spain,Male,40,5,105683.63,1,1,0,173617.09,0,0,5,DIAMOND,250,31-40,High,Medium,Very High,2,0.21601684,0,Low Risk,0.4212213413023591,0.8681180912402305,0.5,0.25,0.5539239638930128,96170.66669236995,20774.483519579007
700,France,Male,37,1,135179.49,1,1,0,160670.37,0,0,3,SILVER,700,31-40,High,New,Very High,2,0.112098105,0,Low Risk,0.5387824594439917,0.8033820571653494,0.1,0.7,0.5465276009272015,87810.79185618581,9843.423365627863
744,Spain,Male,31,0,117551.23,1,1,0,158958.9,0,0,3,PLATINUM,633,31-40,High,New,Very High,2,0.08616243,0,Low Risk,0.4685218209512874,0.7948243853968908,0.0,0.633,0.48915604399958224,77755.7066825252,6699.620634133609
645,Germany,Male,25,1,157404.02,2,1,0,93073.04,0,0,4,DIAMOND,855,18-30,Very High,New,Medium,2,0.03830768,0,Low Risk,0.6273623685218169,0.4653826983894594,0.1,0.855,0.49605975692556464,46169.78959872335,1768.6575256152223
525,Spain,Male,36,3,77910.23,1,1,0,67238.01,0,0,3,SILVER,976,31-40,Medium,Medium,Medium,2,0.103705056,0,Low Risk,0.31052540097056935,0.3362026912211899,0.3,0.976,0.38267096775458476,25730.034356592445,2668.3346538323435
732,France,Male,25,0,110942.9,1,0,0,172576.56,0,0,3,SILVER,845,18-30,High,New,Very High,2,0.067972325,0,Low Risk,0.44218311905044794,0.862915245613235,0.0,0.845,0.5202478213041497,89782.57934816487,6102.730662791751
721,France,Female,40,7,0.0,2,1,1,122580.48,0,0,4,PLATINUM,351,31-40,No Balance,Long,High,3,0.04231177,0,Low Risk,0.0,0.6129254459967695,0.7,0.351,0.3589776337990308,44003.65066034942,1861.8723459010528
622,France,Male,32,5,179305.09,1,1,1,149043.78,0,0,4,GOLD,383,31-40,Very High,Medium,High,0,0.0688955,0,Low Risk,0.7146530689014013,0.7452469212842402,0.5,0.383,0.6477353039458326,96540.9181395358,6651.234825682389
654,Germany,Male,31,5,150593.59,2,1,1,105218.45,0,0,2,DIAMOND,937,31-40,Very High,Medium,High,0,0.036829863,0,Low Risk,0.6002181602897017,0.5261120318123961,0.5,0.937,0.5916208736595995,62249.431314108886,2292.6380271265402
529,France,Female,43,0,123815.86,1,1,1,78463.99,1,1,5,DIAMOND,703,41-50,High,New,Medium,0,0.21781,0,Low Risk,0.49349064395029874,0.39233470178478713,0.0,0.703,0.3853966681155556,30239.760313052277,6586.522193785917
720,Spain,Female,59,6,0.0,2,1,1,160849.43,1,1,3,DIAMOND,521,51-60,No Balance,Long,Very High,1,0.16391179,0,Low Risk,0.0,0.8042773908298951,0.6,0.521,0.41338321724896854,66492.45486606275,10898.897298590555
850,Germany,Female,25,8,69385.17,2,1,0,87834.24,0,0,4,SILVER,722,18-30,Medium,Long,Medium,3,0.037120454,0,Low Risk,0.27654722281863525,0.43918771345802604,0.8,0.722,0.47457520316486196,41683.95229283125,1547.327233624237
667,Germany,Male,27,2,138032.15,1,1,0,166317.71,0,0,2,GOLD,904,18-30,High,New,Very High,2,0.18056159,0,Low Risk,0.5501522550450663,0.8316198189051908,0.2,0.904,0.5999468476895838,99781.78582945037,18016.75790240503
620,France,Male,41,3,0.0,2,1,1,137309.06,0,0,2,PLATINUM,725,41-50,No Balance,Medium,High,3,0.01731036,0,Low Risk,0.0,0.6865711150739268,0.3,0.725,0.33847133452217804,46475.180780185816,804.5021103700974
616,France,Male,29,9,0.0,1,1,1,166984.44,0,0,2,PLATINUM,310,18-30,No Balance,Very Long,Very High,0,0.07811758,0,Low Risk,0.0,0.8349535942551439,0.9,0.31,0.4614860782765432,77060.99434880473,6019.818390922302
637,Germany,Female,46,2,143500.82,1,1,0,166996.46,1,1,2,DIAMOND,372,41-50,High,New,Very High,2,0.74766576,1,High Risk,0.5719486346029976,0.8350136965149889,0.2,0.372,0.5564835627956958,92930.7850350689,69481.16602064141
710,Spain,Female,29,3,119670.18,1,1,0,188022.44,0,0,4,DIAMOND,913,18-30,High,Medium,Very High,2,0.13549915,0,Low Risk,0.47696728181549725,0.940147549547863,0.3,0.913,0.6241311775905578,117350.66689065,15900.915615616219
717,Spain,Male,33,1,99106.73,1,0,0,194467.23,0,0,2,GOLD,294,31-40,Medium,New,Very High,2,0.082626805,0,Low Risk,0.3950079093866358,0.9723727112139416,0.1,0.294,0.49911497711883684,97061.50705181359,8019.882216176326
786,Germany,Male,24,2,120135.55,2,1,1,125449.47,0,0,3,PLATINUM,625,18-30,High,New,High,0,0.039129354,0,Low Risk,0.4788220986457091,0.6272709353871705,0.2,0.625,0.48221012007443487,60493.00399197421,2367.052167725372
651,France,Female,39,8,0.0,1,1,0,137452.57,0,0,3,DIAMOND,956,31-40,No Balance,Long,High,2,0.35297105,0,Medium Risk,0.0,0.6872886920548212,0.8,0.956,0.4617866076164464,63473.75600846214,22404.39830575069
530,France,Female,55,4,120905.03,1,0,1,123475.88,1,1,5,DIAMOND,746,51-60,High,Medium,High,1,0.38325223,0,Medium Risk,0.4818890012275502,0.6174026143382991,0.4,0.746,0.5325763847925098,65760.33777947376,25202.79609953657
815,Spain,Female,57,5,0.0,3,0,0,38941.44,1,1,4,SILVER,693,51-60,No Balance,Medium,Low,3,0.9631335,1,High Risk,0.0,0.1947145212659996,0.5,0.693,0.2277143563797999,8867.524946102596,8540.610337677104
715,Germany,Female,34,9,102277.52,1,0,0,177852.57,1,1,2,SILVER,338,31-40,High,Very Long,Very High,2,0.33965376,0,Medium Risk,0.4076456700009155,0.8892962875404115,0.9,0.338,0.6436471542624898,114474.30055877026,38881.626608156424
496,Germany,Female,55,4,125292.53,1,1,1,31532.96,1,1,1,DIAMOND,726,51-60,High,Medium,Low,1,0.65848005,1,Medium Risk,0.49937618098248576,0.15767072841938856,0.4,0.726,0.3996516909188109,12602.200783675227,8298.297802144503
680,Spain,Male,42,0,0.0,1,1,0,136377.21,0,0,3,DIAMOND,821,41-50,No Balance,New,High,2,0.3425549,0,Medium Risk,0.0,0.6819116898795394,0.0,0.821,0.28667350696386185,39095.73306064705,13392.434929016645
646,France,Female,51,4,101629.3,1,0,0,130541.1,0,0,5,SILVER,639,51-60,High,Medium,High,2,0.6661663,1,Medium Risk,0.4050620712178399,0.6527300426496037,0.4,0.639,0.5017438412820171,65498.19295917993,43632.688860302944
807,Germany,Male,47,1,171937.27,1,1,1,65636.92,0,0,4,SILVER,809,41-50,Very High,New,Medium,0,0.42911285,0,Medium Risk,0.685287281381855,0.32819694020495166,0.1,0.809,0.47347399461422757,31077.374706574486,13335.70083085609
727,France,Male,47,7,0.0,2,1,0,193305.35,0,0,4,PLATINUM,284,41-50,No Balance,Long,Very High,3,0.15021795,0,Low Risk,0.0,0.9665630927722882,0.7,0.284,0.4583689278316865,88605.1660236289,13310.086399479183
787,France,Male,25,5,0.0,2,1,0,47307.9,0,0,4,DIAMOND,754,18-30,No Balance,Medium,Low,3,0.011622417,0,Low Risk,0.0,0.23654839421962265,0.5,0.754,0.2463645182658868,11654.987993670746,135.45913059243478
806,France,Male,34,6,0.0,2,0,0,100809.99,0,0,3,SILVER,780,31-40,No Balance,Long,High,3,0.0171777,0,Low Risk,0.0,0.5040689029907525,0.6,0.78,0.34922067089722575,35204.93234094262,604.7397662730101
603,France,Male,31,1,129743.75,1,1,0,109145.2,0,0,1,PLATINUM,664,31-40,High,New,High,2,0.06939847,0,Low Risk,0.5171173283941699,0.5457465200691546,0.1,0.664,0.4569708873784144,49876.17889709451,3461.3305049046467
649,Spain,Male,32,1,0.0,1,0,1,91167.19,1,1,5,SILVER,373,31-40,No Balance,New,Medium,0,0.10405425,0,Low Risk,0.0,0.45585309007618685,0.1,0.373,0.19405592702285607,17691.533569518855,1840.8792569261072
547,Germany,Male,41,3,151191.31,1,1,0,175295.89,1,1,2,SILVER,945,41-50,Very High,Medium,Very High,2,0.3835429,0,Medium Risk,0.6026004821320082,0.8765124068664982,0.3,0.945,0.6584939149127529,115431.2768742153,44272.846683039475
684,Germany,Male,32,3,102630.13,2,1,1,127433.47,0,0,2,DIAMOND,684,31-40,High,Medium,High,0,0.035970315,0,Low Risk,0.409051061329323,0.6371913083931956,0.3,0.684,0.48317781704968793,61573.0258536669,2214.8011354595424
477,France,Female,57,9,114023.64,2,1,1,71167.17,1,1,3,GOLD,523,51-60,High,Very Long,Medium,1,0.2137265,0,Low Risk,0.4544619690010394,0.3558492299310454,0.9,0.523,0.5208395565797295,37066.67726583422,7922.131198656319
558,Germany,Male,41,2,124227.14,1,1,1,111184.67,0,0,3,SILVER,476,41-50,High,New,High,0,0.32446176,0,Medium Risk,0.4951298752413779,0.5559442535039317,0.2,0.476,0.4524352261477307,50303.861315610804,16321.679377258997
695,France,Female,23,1,0.0,2,1,1,141756.32,0,0,1,GOLD,596,18-30,No Balance,New,High,3,0.01755191,0,Low Risk,0.0,0.7088082511902447,0.1,0.596,0.2922424753570734,41427.21785430941,727.126799329232
592,Spain,Male,35,6,80285.16,1,1,0,72678.75,1,1,5,DIAMOND,653,31-40,Medium,Long,Medium,2,0.10351681,0,Low Risk,0.3199911167119686,0.36340741411877087,0.6,0.653,0.42231867092041875,30693.593104157386,3177.3028455803706
789,France,Male,31,4,175477.15,1,1,1,172832.9,0,0,1,DIAMOND,702,31-40,Very High,Medium,Very High,0,0.050290138,0,Low Risk,0.6993961173638269,0.864196993806967,0.4,0.702,0.689217545087621,119119.4670483743,5990.534436349196
597,France,Female,29,1,132144.35,1,1,0,158086.33,0,0,1,DIAMOND,718,18-30,High,New,Very High,2,0.10142136,0,Low Risk,0.5266853565923918,0.7904613713475626,0.1,0.718,0.5396125540412254,85305.36829030399,8651.786467303506
839,Germany,Male,47,2,136911.07,1,1,1,168184.62,1,1,3,DIAMOND,674,41-50,High,New,Very High,0,0.47621614,0,Medium Risk,0.5456839866736332,0.8409547198974681,0.2,0.674,0.5779600106386937,97203.98476446467,46290.10641715217
405,Germany,Male,31,5,133299.67,2,1,1,72950.14,0,0,3,SILVER,634,31-40,High,Medium,Medium,0,0.15799887,0,Low Risk,0.5312900947153484,0.3647644151420093,0.5,0.634,0.48534536242874216,35406.01213752748,5594.109908935628
658,France,Male,39,7,0.0,2,1,0,48378.4,0,0,4,DIAMOND,850,31-40,No Balance,Long,Low,3,0.025266154,0,Low Risk,0.0,0.2419010954811901,0.7,0.85,0.297570328644357,14395.976387288161,363.73095638158634
684,Germany,Male,42,1,117691.0,1,1,1,23135.65,1,1,5,DIAMOND,653,41-50,High,New,Low,0,0.33817428,0,Medium Risk,0.46907889972378825,0.11568259966574743,0.1,0.653,0.30763633978923954,7117.3666846449205,2406.910354075783
633,France,Male,35,10,0.0,2,1,0,65675.47,0,0,1,DIAMOND,898,31-40,No Balance,Very Long,Medium,3,0.01893192,0,Low Risk,0.0,0.3283896974526242,1.0,0.898,0.38831690923578727,25502.89552300767,482.81877780993943
589,France,Male,46,9,0.0,2,1,0,170676.67,0,0,1,GOLD,449,41-50,No Balance,Very Long,Very High,3,0.0554258,0,Low Risk,0.0,0.8534154384204846,0.9,0.449,0.48092463152614534,82082.61462985951,4549.494581951667
750,Germany,Female,37,1,133199.71,2,1,1,27366.77,0,0,4,PLATINUM,959,31-40,High,New,Low,0,0.12445873,0,Low Risk,0.5308916859430854,0.1368389951462175,0.1,0.959,0.3693083729210994,10106.777300805956,1257.8766672511372
771,Spain,Male,51,5,135506.58,3,1,1,152479.64,1,1,5,SILVER,853,51-60,High,Medium,Very High,1,0.92952615,1,High Risk,0.5400861361678759,0.7624268672502086,0.5,0.853,0.630062514642213,96071.70541013937,89301.16245382103
